dataset,root,data_split,filename,size,duration,fps,anno_type,annotation,bool_file,bool_anno_file
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/05747.mp4,"[1280, 720]",4.28,25.0,category,Neutral,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/05702.mp4,"[1280, 720]",4.76,25.0,category,Contempt,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/00709.mp4,"[720, 360]",3.336667,23.976023976023978,category,Fear,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/03962.mp4,"[1280, 720]",3.379004,23.976,category,Happiness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/11018.mp4,"[1920, 1080]",4.087417,23.976023976023978,category,Disgust,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/03827.mp4,"[1280, 720]",5.464006,23.976,category,Happiness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/15309.mp4,"[1920, 1080]",1.5333,30.0,category,Anxiety,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/05628.mp4,"[480, 360]",5.372033,29.97002997002997,category,Anxiety,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/06809.mp4,"[1280, 720]",2.88,25.0,category,Surprise,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/10259.mp4,"[1280, 720]",4.004004,23.976,category,Anger,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/08084.mp4,"[1280, 720]",3.303971,29.97,category,Anxiety,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/10863.mp4,"[1920, 1040]",4.004004,23.976,category,Anxiety,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/10276.mp4,"[1280, 720]",5.463792,23.976023976023978,category,Anger,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/09130.mp4,"[1280, 720]",2.72,25.0,category,Anxiety,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/03436.mp4,"[1280, 720]",2.75,24.0,category,Happiness,True,False
MAFW,./datasets/MAFW,5-fold_cross-validation_check_/datasets/MAFW/Train & Test Set,./datasets/MAFW/data/clips/04160.mp4,"[1280, 720]",3.712042,23.976023976023978,category,False,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/03226.mp4,"[1280, 720]",2.76,25.0,category,Sadness,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/02434.mp4,"[1280, 720]",3.044708,23.976023976023978,category,Neutral,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/00853.mp4,"[1024, 576]",4.296004,23.976,category,Neutral,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/08002.mp4,"[1280, 720]",4.04,25.0,category,Fear,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/05599.mp4,"[1280, 720]",1.9019,29.97002997002997,category,Sadness,True,False
MAFW,./datasets/MAFW,5-fold_cross-validation_check_/datasets/MAFW/Train & Test Set,./datasets/MAFW/data/clips/15468.mp4,"[1812, 1080]",4.5333,30.0,category,False,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/02136.mp4,"[1280, 720]",4.337667,23.976023976023978,category,Disgust,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/11038.mp4,"[1280, 720]",8.008,23.976023976023978,category,Sadness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/01175.mp4,"[1280, 720]",3.086417,23.976023976023978,category,Anger,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/03849.mp4,"[1280, 720]",2.419083,23.976023976023978,category,Happiness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/08067.mp4,"[1920, 1080]",1.935269,29.97,category,Happiness,True,False
MAFW,./datasets/MAFW,5-fold_cross-validation_check_/datasets/MAFW/Train & Test Set,./datasets/MAFW/data/clips/02995.mp4,"[720, 400]",3.004004,23.976,category,False,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/08430.mp4,"[1920, 1080]",1.735986,29.97,category,Surprise,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/09145.mp4,"[1920, 1080]",3.3333,30.0,category,Disappointment,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/15611.mp4,"[1280, 720]",3.3333,30.0,category,Sadness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/10987.mp4,"[1280, 534]",6.006006,23.976,category,Sadness,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/08325.mp4,"[1280, 720]",4.804972,29.97,category,Anger,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/07916.mp4,"[1280, 720]",2.04,25.0,category,Sadness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/07830.mp4,"[1024, 576]",8.699967,30.0,category,Fear,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/02622.mp4,"[1280, 720]",1.794002,23.976,category,Happiness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/02733.mp4,"[720, 360]",2.28,25.0,category,Surprise,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/15261.mp4,"[1024, 576]",3.5035,23.976023976023978,category,Sadness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/00637.mp4,"[1280, 720]",2.08,25.0,category,Happiness,True,False
MAFW,./datasets/MAFW,5-fold_cross-validation_check_/datasets/MAFW/Train & Test Set,./datasets/MAFW/data/clips/15306.mp4,"[1920, 1080]",2.128003,23.976,category,False,True,False
MAFW,./datasets/MAFW,5-fold_cross-validation_check_/datasets/MAFW/Train & Test Set,./datasets/MAFW/data/clips/02901.mp4,"[1280, 720]",7.083984,24.0,category,False,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/20053.mp4,"[720, 576]",1.24,25.0,category,Fear,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/09023.mp4,"[1280, 720]",8.699967,30.0,category,Surprise,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/07034.mp4,"[404, 720]",3.8,30.0,category,Sadness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/04537.mp4,"[1104, 622]",4.733333,30.0,category,Neutral,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/07306.mp4,"[1280, 720]",3.72,25.0,category,Helplessness,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/08148.mp4,"[1920, 1080]",2.168833,29.97002997002997,category,Anxiety,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/07472.mp4,"[1280, 720]",3.76,25.0,category,Disgust,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/07772.mp4,"[1280, 720]",3.837171,29.97,category,Disappointment,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/08262.mp4,"[492, 360]",1.76,25.0,category,Disappointment,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/05446.mp4,"[1280, 720]",3.304001,29.967,category,Disgust,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/15091.mp4,"[1280, 542]",3.0,24.0,category,Sadness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/07348.mp4,"[1280, 720]",2.28,25.0,category,Anger,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/00656.mp4,"[1280, 720]",2.44,25.0,category,Surprise,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/04857.mp4,"[1920, 1080]",8.36,25.0,category,Happiness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/02371.mp4,"[1024, 576]",2.794458,23.976023976023978,category,Happiness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/09343.mp4,"[1280, 544]",4.16,25.0,category,Surprise,True,False
MAFW,./datasets/MAFW,5-fold_cross-validation_check_/datasets/MAFW/Train & Test Set,./datasets/MAFW/data/clips/03395.mp4,"[1080, 606]",3.878875,23.976023976023978,category,False,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/08243.mp4,"[1024, 576]",2.6333,30.0,category,Anxiety,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/07768.mp4,"[1280, 720]",1.835169,29.97,category,Fear,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/06875.mp4,"[1280, 720]",3.13697,29.97,category,Sadness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/15388.mp4,"[1920, 1080]",3.0333,30.0,category,Disgust,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/05841.mp4,"[1280, 720]",2.6,25.0,category,Sadness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/01632.mp4,"[1280, 720]",2.566667,30.0,category,Neutral,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/07864.mp4,"[1920, 1080]",2.702703,29.97000002997,category,Anxiety,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/00984.mp4,"[1280, 720]",5.375,24.0,category,Neutral,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/07141.mp4,"[1280, 720]",6.041992,24.0,category,Sadness,True,False
MAFW,./datasets/MAFW,5-fold_cross-validation_check_/datasets/MAFW/Train & Test Set,./datasets/MAFW/data/clips/03184.mp4,"[1280, 720]",2.544208,23.976023976023978,category,False,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/10551.mp4,"[1280, 720]",2.086003,23.976,category,Fear,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/01991.mp4,"[1280, 720]",2.085419,23.976,category,Surprise,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/08193.mp4,"[1080, 606]",3.236567,29.97002997002997,category,Sadness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/08624.mp4,"[1280, 720]",4.2,25.0,category,Fear,True,False
MAFW,./datasets/MAFW,5-fold_cross-validation_check_/datasets/MAFW/Train & Test Set,./datasets/MAFW/data/clips/00191.mp4,"[1280, 720]",3.4,30.0,category,False,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/07479.mp4,"[1280, 720]",5.4054,29.97002997002997,category,Sadness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/08950.mp4,"[1280, 720]",5.866633,30.0,category,Anxiety,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/09763.mp4,"[1280, 554]",4.291667,24.0,category,Sadness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/00935.mp4,"[1280, 720]",4.958333,24.0,category,Neutral,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/07999.mp4,"[1920, 1080]",1.234985,29.97,category,Anger,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/05159.mp4,"[1280, 720]",4.9049,29.97002997002997,category,Neutral,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/00079.mp4,"[576, 320]",3.169837,23.976,category,Anxiety,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/20021.mp4,"[720, 576]",1.037997,24.107,category,Helplessness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/02186.mp4,"[1280, 640]",8.44,25.0,category,Happiness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/06934.mp4,"[1280, 724]",4.96,25.0,category,Anxiety,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/04096.mp4,"[1280, 720]",3.712042,23.976023976023978,category,Anger,True,False
MAFW,./datasets/MAFW,5-fold_cross-validation_check_/datasets/MAFW/Train & Test Set,./datasets/MAFW/data/clips/01355.mp4,"[1280, 720]",1.966633,30.0,category,False,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/02614.mp4,"[1920, 1080]",2.712004,23.976,category,Anxiety,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/05803.mp4,"[1280, 720]",3.0,30.0,category,Disgust,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/02172.mp4,"[1280, 720]",2.76,25.0,category,Happiness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/10797.mp4,"[1904, 800]",2.460792,23.976023976023978,category,Sadness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/09077.mp4,"[1920, 1080]",12.645967,29.97002997002997,category,Disappointment,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/05216.mp4,"[1280, 720]",13.246997,29.97,category,Neutral,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/01202.mp4,"[1920, 1080]",3.211542,23.976023976023978,category,Happiness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/07701.mp4,"[1280, 720]",2.56,25.0,category,Disappointment,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/05579.mp4,"[480, 360]",3.169833,29.97002997002997,category,Surprise,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/00885.mp4,"[1280, 720]",2.666667,24.0,category,Neutral,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/05948.mp4,"[1280, 720]",20.02,29.97002997002997,category,Anger,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/00304.mp4,"[1280, 720]",2.1,30.0,category,Neutral,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/08794.mp4,"[1280, 720]",4.966633,30.0,category,Helplessness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/04878.mp4,"[1280, 720]",6.966667,30.0,category,Neutral,True,False
MAFW,./datasets/MAFW,5-fold_cross-validation_check_/datasets/MAFW/Train & Test Set,./datasets/MAFW/data/clips/00932.mp4,"[1280, 720]",2.961292,23.976023976023978,category,False,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/01371.mp4,"[1280, 720]",2.766633,30.0,category,Neutral,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/20049.mp4,"[720, 436]",1.52,25.0,category,Fear,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/09381.mp4,"[1280, 720]",1.8,30.0,category,Disgust,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/08820.mp4,"[1280, 716]",3.0,25.0,category,Anxiety,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/07113.mp4,"[1280, 720]",1.84,25.0,category,Surprise,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/00607.mp4,"[1280, 720]",3.045003,23.976,category,Anxiety,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/01669.mp4,"[1280, 720]",4.879875,23.976023976023978,category,Neutral,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/04368.mp4,"[1280, 720]",9.36,25.0,category,Neutral,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/01209.mp4,"[1920, 1080]",2.378003,23.976,category,Anger,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/15093.mp4,"[1280, 542]",5.458333,24.0,category,Sadness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/02815.mp4,"[1920, 1080]",2.711042,23.976023976023978,category,Helplessness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/01062.mp4,"[1280, 720]",3.336667,23.976023976023978,category,Contempt,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/07493.mp4,"[1280, 720]",3.1,30.0,category,Anxiety,True,False
MAFW,./datasets/MAFW,5-fold_cross-validation_check_/datasets/MAFW/Train & Test Set,./datasets/MAFW/data/clips/03349.mp4,"[1080, 606]",2.293958,23.976023976023978,category,False,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/15426.mp4,"[1920, 1080]",2.794458,23.976023976023978,category,Anxiety,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/11054.mp4,"[1024, 576]",4.004004,23.976,category,Sadness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/04981.mp4,"[1280, 720]",8.916667,24.0,category,Neutral,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/08829.mp4,"[1280, 720]",2.6,30.0,category,Surprise,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/15288.mp4,"[1280, 720]",4.466667,30.0,category,Fear,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/15400.mp4,"[1280, 592]",3.16,25.0,category,Fear,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/01082.mp4,"[1920, 1080]",3.837167,23.976023976023978,category,Surprise,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/03314.mp4,"[1280, 720]",3.791667,24.0,category,Neutral,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/10340.mp4,"[1280, 720]",3.0,25.0,category,Anger,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/07368.mp4,"[1280, 720]",3.670333,29.97002997002997,category,Surprise,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/02566.mp4,"[1280, 720]",2.670003,23.976,category,Happiness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/05660.mp4,"[640, 360]",2.203036,29.97,category,Happiness,True,False
MAFW,./datasets/MAFW,5-fold_cross-validation_check_/datasets/MAFW/Train & Test Set,./datasets/MAFW/data/clips/01975.mp4,"[1280, 720]",2.25225,23.976023976023978,category,False,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/09361.mp4,"[1280, 720]",2.2333,30.0,category,Disgust,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/05930.mp4,"[1280, 720]",1.768433,29.97002997002997,category,Anger,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/04156.mp4,"[1280, 720]",2.566667,30.0,category,Neutral,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/07356.mp4,"[1280, 720]",2.96,25.0,category,Sadness,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/08178.mp4,"[1280, 720]",3.003,29.97002997002997,category,Disgust,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/11111.mp4,"[1280, 720]",3.545208,23.976023976023978,category,Surprise,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/04544.mp4,"[1280, 720]",3.6,30.0,category,Happiness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/05680.mp4,"[1280, 720]",20.02,29.97002997002997,category,Happiness,True,False
MAFW,./datasets/MAFW,5-fold_cross-validation_check_/datasets/MAFW/Train & Test Set,./datasets/MAFW/data/clips/03364.mp4,"[1080, 606]",4.24,25.0,category,False,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/00717.mp4,"[720, 360]",3.880006,23.97,category,Neutral,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/09890.mp4,"[1280, 542]",4.041992,24.0,category,Sadness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/03041.mp4,"[1280, 720]",2.168833,23.976023976023978,category,Happiness,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/15239.mp4,"[1280, 544]",3.76,25.0,category,Sadness,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/08264.mp4,"[1280, 720]",4.871533,29.97002997002997,category,Disappointment,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/10390.mp4,"[1024, 576]",2.168833,23.976023976023978,category,Anger,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/15162.mp4,"[1280, 550]",1.416992,24.0,category,Fear,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/10612.mp4,"[1280, 692]",4.462792,23.976023976023978,category,Sadness,True,False
MAFW,./datasets/MAFW,5-fold_cross-validation_check_/datasets/MAFW/Train & Test Set,./datasets/MAFW/data/clips/04926.mp4,"[480, 360]",10.2,15.0,category,False,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/10254.mp4,"[1280, 720]",4.004004,23.976,category,Anger,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/15040.mp4,"[1280, 720]",6.666667,30.0,category,Disappointment,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/10923.mp4,"[1920, 784]",13.2333,30.0,category,Sadness,True,False
MAFW,./datasets/MAFW,test,./datasets/MAFW/data/clips/01951.mp4,"[1280, 720]",2.72,25.0,category,Neutral,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/03752.mp4,"[1080, 606]",3.16,25.0,category,Neutral,True,False
MAFW,./datasets/MAFW,train,./datasets/MAFW/data/clips/09386.mp4,"[1920, 1080]",6.70704,29.97,category,Sadness,True,False
